pr_id,level,task_type,title,n_commits,n_files,lines_added,lines_deleted,lines_changed
3246443392,2.0,feat,Improve Pascal query transpiler,1.0,6.0,348.0,24.0,372.0
3176316842,2.0,fix,Fix tpc-h q17 example,1.0,1.0,17.0,10.0,27.0
3190589998,2.0,feat,Add F# TPC‑DS q1 test,1.0,4.0,179.0,22.0,201.0
3207935527,2.0,test,Test Codex to add ratzilla support,4.0,12.0,485.0,952.0,1437.0
3184415286,2.0,feat,Add MCP support to bytebotd,2.0,11.0,1469.0,89.0,1558.0
3249188012,2.0,feat,feat: hide NFT tab via config flag,2.0,2.0,23.0,18.0,41.0
3237754811,2.0,fix,Fix Zig VM tests and closures,1.0,4.0,5.0,86.0,91.0
3157313737,2.0,feat,Add Kotlin LeetCode runner,1.0,1.0,16.0,0.0,16.0
3202596288,2.0,feat,Update SLT generator for expr cases,1.0,150.0,3648.0,3.0,3651.0
3154074444,2.0,test,Add PHP compiler golden outputs,1.0,13.0,104.0,7.0,111.0
3213718650,2.0,feat,Add pinned dockable alignment,9.0,29.0,1341.0,465.0,1806.0
3225248824,2.0,feat,Add fading host window example,4.0,12.0,302.0,29.0,331.0
3274207395,2.0,test,[alpha_factory] Add postponed annotations to test,1.0,1.0,2.0,0.0,2.0
3144959506,2.0,test,Add db connection retry tests,1.0,1.0,98.0,0.0,98.0
3157460073,2.0,feat,Add Ruby LeetCode support,1.0,6.0,134.0,0.0,134.0
3137493866,2.0,refactor,[alpha_factory] replace prints with logging,1.0,2.0,21.0,21.0,42.0
3187148557,2.0,feat,Implement concat builtin and TPC-DS Q5,1.0,6.0,1519.0,8.0,1527.0
3225632244,2.0,feat,Add Ruby compile script,1.0,2.0,48.0,0.0,48.0
3139457375,2.0,fix,Fix Pentax comment typo,1.0,1.0,1.0,1.0,2.0
3127374964,2.0,feat,[alpha_factory] add mats bridge entrypoint,1.0,5.0,26.0,6.0,32.0
3219701797,2.0,feat,Add Mochi solution for Rosetta Abbreviations-simple task,1.0,2.0,168.0,0.0,168.0
3205682395,2.0,refactor,Improve clean streak card layout,1.0,2.0,38.0,27.0,65.0
3156594091,2.0,fix,Fix epilog example,1.0,1.0,1.0,1.0,2.0
3121276144,2.0,fix,Fix headless chrome sandbox flags,1.0,1.0,1.0,1.0,2.0
3071186274,2.0,test,Add EnergyAgent behavior tests,1.0,1.0,40.0,0.0,40.0
3172511040,2.0,feat,Support string indexing in Kotlin backend,1.0,4.0,14.0,1.0,15.0
3129605197,2.0,feat,Add BigInt comparison handling,1.0,2.0,374.0,0.0,374.0
3205888792,2.0,docs,[alpha_factory] docs: drop IPFS fallback references,1.0,3.0,8.0,9.0,17.0
3184903811,2.0,refactor,Add BackendError and apply to core backend module,1.0,4.0,77.0,28.0,105.0
3204888083,2.0,fix,Fix ReactDOM.render usage,3.0,2.0,34.0,12.0,46.0
3084032159,2.0,feat,Add animation behaviors and sample,6.0,103.0,4823.0,196.0,5019.0
3244969744,2.0,test,Update Lua transpiler tests,1.0,11.0,137.0,7.0,144.0
3206499676,2.0,refactor,13710 refactor lab dashboard logging,1.0,2.0,136.0,44.0,180.0
3175891612,2.0,fix,Fix syntax in q15 dataset,1.0,1.0,4.0,6.0,10.0
3224919584,2.0,fix,Fix already returned quantity display in GRN return with costing,1.0,1.0,1.0,1.0,2.0
3089317890,2.0,docs,[alpha_factory] Clarify codex setup script docs,1.0,1.0,1.0,1.0,2.0
3244941436,2.0,feat,Extend ts transpiler with if/else,1.0,7.0,209.0,35.0,244.0
3275511333,2.0,feat,Add Python AST inspection,1.0,4.0,1236.0,0.0,1236.0
3177833283,2.0,feat,Enable Kotlin group_by unwrapping,1.0,4.0,23.0,8.0,31.0
3144536109,2.0,feat,feat(math): add optional MathJax support,5.0,15.0,761.0,190.0,951.0
3158705905,2.0,fix,Fix network agent payment popup wording,1.0,8.0,28.0,8.0,36.0
3146310331,2.0,test,Add feature test for link share avatar access,2.0,1.0,47.0,1.0,48.0
3162259051,2.0,refactor,Refactor: consolidate string utilities,1.0,2.0,49.0,62.0,111.0
3109430014,2.0,docs,Improve MessageHistory Javadoc,1.0,1.0,50.0,39.0,89.0
3230303274,2.0,docs,Update A4 receipt defaults,1.0,2.0,24.0,0.0,24.0
3242479301,2.0,docs,Add Swift rosetta checklist,1.0,1.0,222.0,0.0,222.0
3245288973,2.0,feat,Add Elixir builtin support,1.0,48.0,68.0,45.0,113.0
3089039212,2.0,docs,docs(site): minimal copy page button + sanitize text,7.0,12.0,248.0,71.0,319.0
3245342705,2.0,feat,Update C transpiler golden tests,1.0,33.0,95.0,39.0,134.0
3115941074,2.0,feat,Codex/rebuild for windows with gui,2.0,8.0,272.0,158.0,430.0
3070965722,2.0,feat,Add marketplace demo quick-start snippet,1.0,2.0,31.0,0.0,31.0
3186132304,2.0,fix,Fix VM group key map creation,1.0,1.0,20.0,14.0,34.0
3258098597,2.0,chore,Update PHP transpiler output for index 9,1.0,7.0,692.0,655.0,1347.0
3101111583,2.0,feat,[alpha_factory] Add pip check after setup,1.0,1.0,3.0,0.0,3.0
3186315425,2.0,feat,Add hashed outer join optimization,1.0,35.0,8257.0,8335.0,16592.0
3175879870,2.0,fix,Fix syntax for exists query in TPC-H q4,1.0,1.0,3.0,1.0,4.0
3169784411,2.0,feat,[alpha_factory] document placeholder and add cycle heuristic,1.0,4.0,58.0,11.0,69.0
3245989251,2.0,feat,Improve Erlang transpiler with for-loops,1.0,10.0,141.0,4.0,145.0
3070881103,2.0,feat,Add env-file support to CLI,1.0,3.0,26.0,1.0,27.0
3226471582,2.0,fix,Fix App Manager sorting & bump version,2.0,2.0,9.0,6.0,15.0
3210854930,2.0,chore,Update Rust toolchain to 1.88,1.0,5.0,5.0,11.0,16.0
3147348697,2.0,feat,Add LeetCode 217 example,1.0,1.0,39.0,0.0,39.0
3186172191,2.0,feat,[alpha_factory] add cross-platform demo opener,1.0,1.0,89.0,0.0,89.0
3245893270,2.0,feat,Enhance Erlang transpiler and docs,1.0,6.0,129.0,20.0,149.0
3151790502,2.0,docs,[alpha_factory] clarify offline check_env step,1.0,2.0,8.0,6.0,14.0
3239326081,2.0,feat,Improve PHP avg builtin,1.0,4.0,57.0,24.0,81.0
3221408240,2.0,fix,Fix outdated README instructions and changelog,1.0,5.0,13.0,7.0,20.0
3071140353,2.0,test,Add initial vitest setup,3.0,5.0,735.0,16.0,751.0
3155167779,2.0,feat,Add Prolog compiler,1.0,3.0,452.0,0.0,452.0
3255788625,2.0,feat,Update Racket transpiler and add Rosetta outputs,1.0,66.0,3124.0,67.0,3191.0
3120985508,2.0,feat,k8s: automate kubechecks argocd token,1.0,9.0,173.0,15.0,188.0
3122455810,2.0,feat,Integrate Agents SDK and remove Assistants code,1.0,30.0,1283.0,2549.0,3832.0
3070983346,2.0,fix,Add proper oneOf handling,1.0,2.0,86.0,13.0,99.0
3142095279,2.0,docs,[alpha_factory] document LLAMA_N_CTX,1.0,2.0,2.0,0.0,2.0
3113938153,2.0,test,[alpha_factory] Validate workbox integrity,1.0,1.0,15.0,0.0,15.0
3088785176,2.0,feat,Enable reloc info for BOLT,4.0,3.0,6.0,3.0,9.0
3070210050,2.0,ci,Add version tagging workflow,1.0,1.0,43.0,0.0,43.0
3153631383,2.0,feat,Add systemd timer installation option,6.0,2.0,119.0,54.0,173.0
3167638325,2.0,feat,Codex/create web based editor with yaml support,25.0,10.0,2913.0,1441.0,4354.0
3075036483,2.0,feat,Enhance alpha business demo,2.0,3.0,34.0,5.0,39.0
3099045610,2.0,feat,[alpha_factory] add insight demo version,1.0,2.0,16.0,0.0,16.0
3203792018,2.0,feat,Add duplicate layer id check,2.0,9.0,52.0,5.0,57.0
3167510532,2.0,feat,Add Spanish and French translations,1.0,8.0,254.0,24.0,278.0
3095069217,2.0,docs,Update README for core features,1.0,7.0,43.0,89.0,132.0
3173705835,2.0,refactor,Move Cobol type inference to shared package,1.0,4.0,164.0,145.0,309.0
3150042844,2.0,test,Enable leetcode example 91 in go compiler tests,1.0,1.0,1.0,1.0,2.0
3117549299,2.0,fix,Fix Waitress optional dependency,1.0,1.0,9.0,4.0,13.0
3108281867,2.0,feat,[alpha_factory] add debate arena worker,1.0,3.0,74.0,0.0,74.0
3207245666,2.0,feat,Add Kotlin versions of more Mochi samples,1.0,23.0,294.0,0.0,294.0
3203361724,2.0,docs,Ensure docs workflow exports asset mirrors,1.0,1.0,6.0,0.0,6.0
3247343017,2.0,feat,Improve Pascal group_by average,1.0,3.0,36.0,16.0,52.0
3201747380,2.0,docs,Add model control docs,1.0,2.0,114.0,0.0,114.0
3198189111,2.0,test,Update tpc-ds IR outputs,1.0,80.0,10719.0,1780.0,12499.0
3173889189,2.0,refactor,Remove deprecated type inference helpers,1.0,19.0,110.0,125.0,235.0
3172642994,2.0,feat,Improve Pascal string helpers,1.0,7.0,129.0,0.0,129.0
3101666334,2.0,build,[alpha_factory] expand minimal dependencies,1.0,1.0,13.0,0.0,13.0
3076798212,2.0,feat,Add Autopilot and ESP assignment checks,1.0,2.0,130.0,3.0,133.0
3148617749,2.0,feat,Add House Robber III example,1.0,1.0,88.0,0.0,88.0
3261615457,2.0,feat,Add Erlang bench_block transpiler support,1.0,6.0,86.0,2.0,88.0
3226185810,2.0,chore,Use .php extension for PHP golden files,1.0,29.0,1325.0,11.0,1336.0
3217687739,2.0,feat,Improve C++ struct literal type inference,1.0,1.0,1.0,8.0,9.0
3181320073,2.0,feat,[alpha_factory] add export_tree utility,1.0,3.0,107.0,0.0,107.0
3164998290,2.0,feat,Add C# left join support,1.0,5.0,109.0,18.0,127.0
3120368363,2.0,feat,Implement ifelse in DSL for for loops,1.0,5.0,76.0,10.0,86.0
3203339767,2.0,feat,Implement ExternalImage support in lab reports,1.0,6.0,53.0,16.0,69.0
3245268274,2.0,feat,Update transpiler progress and golden outputs,1.0,47.0,97.0,60.0,157.0
3214744987,2.0,feat,Add WordPress plugin skeleton for PDF.js viewer,1.0,3.0,148.0,0.0,148.0
3144047608,2.0,fix,fix(platform/backend): skip invalid graphs when listing in block menu,1.0,1.0,4.0,1.0,5.0
3205118653,2.0,fix,Fix gopls ensure and remove old translator,1.0,4.0,12.0,1002.0,1014.0
3245302526,2.0,feat,Improve Lua transpiler,1.0,71.0,1610.0,70.0,1680.0
3133695505,2.0,feat,[alpha_factory] atomic ledger writes with concurrency test,1.0,2.0,46.0,13.0,59.0
3217124059,2.0,build,[alpha_factory] add build tools step,1.0,1.0,3.0,0.0,3.0
3127095177,2.0,docs,[alpha_factory] Document wheelhouse build steps,1.0,3.0,9.0,1.0,10.0
3146327108,2.0,fix,Fix vertical scroll on /typer,1.0,1.0,2.0,2.0,4.0
3262691138,2.0,feat,Transpiler updates for Rosetta tasks 22-33,1.0,28.0,2121.0,39.0,2160.0
3081944325,2.0,fix,Fix textedit launch and save issues,1.0,3.0,20.0,8.0,28.0
3208464313,2.0,feat,Enable localization for drag preview statuses,2.0,15.0,129.0,52.0,181.0
3119136894,2.0,fix,Fix memory management for OpenVINO init,1.0,2.0,24.0,13.0,37.0
3105583848,2.0,feat,[alpha_factory] add spot gpu allocator,1.0,3.0,123.0,0.0,123.0
3146240422,2.0,test,[alpha_factory] test offline data feed placeholders,1.0,1.0,39.0,0.0,39.0
3267164972,2.0,fix,Fix Java transpiler variable scope,1.0,2.0,17.0,1.0,18.0
3095073143,2.0,docs,Update StackTrace guide for millisecond timestamps,1.0,1.0,35.0,18.0,53.0
3236497492,2.0,feat,Add Swift VM golden tests,1.0,202.0,911.0,368.0,1279.0
3115073079,2.0,fix,Fix loc_is_iloc for IndexAutoFactory,3.0,165.0,77065.0,54796.0,131861.0
3077541827,2.0,fix,Fix indentation for kill command,1.0,4.0,4.0,4.0,8.0
3090772487,2.0,build,Update placeholder for build scripts,1.0,1.0,3.0,2.0,5.0
3133919091,2.0,refactor,refactor: use pydantic GeneratedTool,1.0,1.0,2.0,11.0,13.0
3250279940,2.0,feat,Improve Pascal transpiler auto imports,1.0,12.0,149.0,22.0,171.0
3252687430,2.0,test,[alpha_factory] ensure tests load root conftest,1.0,3.0,6.0,0.0,6.0
3248287585,2.0,test,Regenerate C# golden tests,1.0,109.0,1066.0,56.0,1122.0
3088727770,2.0,test,[alpha_factory] Skip wheel signature test if cryptography missing,1.0,1.0,11.0,2.0,13.0
3259035266,2.0,fix,Fix C++ transpiler for Rosetta tasks,1.0,19.0,1608.0,292.0,1900.0
3084106490,2.0,feat,Add RemoveItemInListBoxAction for Avalonia,3.0,11.0,435.0,9.0,444.0
3235141635,2.0,test,Add TS golden test outputs,1.0,116.0,9205.0,0.0,9205.0
3275831531,2.0,feat,Codex/extract weapon data in structured json,6.0,7.0,719.0,19.0,738.0
3126278281,2.0,fix,Fix typos,1.0,3.0,14.0,14.0,28.0
3070785569,2.0,fix,Fix typos in README,1.0,1.0,6.0,6.0,12.0
3176345377,2.0,fix,Fix Q5 dataset query,1.0,1.0,5.0,5.0,10.0
3129024894,2.0,docs,[alpha_factory] add offline wheelhouse summary,1.0,2.0,13.0,4.0,17.0
3164836002,2.0,feat,Add map loop support to Zig backend,1.0,4.0,31.0,9.0,40.0
3095777786,2.0,docs,[alpha_factory] add missing license header,1.0,1.0,1.0,0.0,1.0
3269709558,2.0,feat,Update a2mochi Java converter,1.0,21.0,132.0,19.0,151.0
3138598657,2.0,build,[alpha_factory] pin openai-agents in demo Dockerfile,1.0,1.0,1.0,1.0,2.0
3131288298,2.0,build,Upgrade Vega packages,1.0,2.0,6.0,6.0,12.0
3268019285,2.0,docs,[alpha_factory] add missing SPDX headers,1.0,9.0,9.0,0.0,9.0
3164532102,2.0,fix,Fix alternate_ip metadata keys,1.0,3.0,30.0,15.0,45.0
3172717092,2.0,feat,Improve Java list handling,1.0,2.0,141.0,4.0,145.0
3247103640,2.0,feat,Improve Java transpiler and docs,1.0,5.0,47.0,245.0,292.0
3205797280,2.0,build,[alpha_factory] update eslint script,1.0,1.0,9.0,8.0,17.0
3248297295,2.0,test,Update Erlang transpiler golden outputs,1.0,150.0,1079.0,79.0,1158.0
3090421520,2.0,docs,Synchronize README behavior list,1.0,1.0,22.0,24.0,46.0
3248118065,2.0,feat,Improve Java transpiler,1.0,5.0,48.0,7.0,55.0
3078725618,2.0,feat,Improve alpha business demo,2.0,3.0,29.0,2.0,31.0
3255518551,2.0,feat,Add preferences system,1.0,17.0,404.0,7.0,411.0
3140886751,2.0,style,Apply BSL to app sources,4.0,342.0,39467.0,31756.0,71223.0
3265964157,2.0,feat,Add Rosetta transpiler outputs for indexes 58-66,1.0,36.0,2393.0,350.0,2743.0
3119286828,2.0,fix,fix(ci): monitor Dockerfile updates,1.0,1.0,7.0,3.0,10.0
3160473488,2.0,test,Improve Smalltalk compiler tests,1.0,10.0,36.0,2.0,38.0
3077861823,2.0,fix,Fix budget reset message,1.0,1.0,6.0,6.0,12.0
3217083882,2.0,fix,Fix handling of missing replies in comments,1.0,2.0,33.0,2.0,35.0
3255223459,2.0,feat,Update Lua transpiler for Rosetta cases,1.0,58.0,4661.0,37.0,4698.0
3126330225,2.0,chore,[alpha_factory] update log_level variable,1.0,6.0,6.0,6.0,12.0
3276096238,2.0,feat,Improve C json-ast structure,1.0,2.0,1878.0,957.0,2835.0
3124386223,2.0,fix,Fix missing tool description,1.0,1.0,11.0,9.0,20.0
3220742291,2.0,test,Add tests for proportional stack panels,1.0,2.0,82.0,0.0,82.0
3115798928,2.0,fix,Fix initialization and CFType handling,2.0,3.0,26.0,11.0,37.0
3128864357,2.0,feat,Improve interpreter const-eval,1.0,2.0,22.0,9.0,31.0
3163919886,2.0,docs,docs: reference tag v0.1.0-alpha,1.0,1.0,1.0,0.0,1.0
3245972423,2.0,feat,Enhance Swift transpiler loops,1.0,7.0,96.0,10.0,106.0
3134187485,2.0,feat,Add load expression and CSV support,1.0,11.0,140.0,1.0,141.0
3252904548,2.0,fix,Update Dart transpiler,1.0,3.0,81.0,20.0,101.0
3245371174,2.0,feat,Add Python transpiler cast support,1.0,8.0,95.0,16.0,111.0
3246017341,2.0,feat,Update Elixir transpiler and docs,1.0,5.0,81.0,3.0,84.0
3145258265,2.0,refactor,[alpha_factory] add annotations for macro sentinel,1.0,2.0,62.0,57.0,119.0
3105230662,2.0,feat,Add public Repl completer,9.0,24.0,429.0,144.0,573.0
3153864265,2.0,feat,Add dataset query support for C# compiler,1.0,7.0,239.0,0.0,239.0
3127865326,2.0,docs,Add VS Code extension notes,1.0,2.0,2.0,0.0,2.0
3070961285,2.0,feat,Add synchronous mapping support,1.0,2.0,34.0,17.0,51.0
3150014828,2.0,test,Enable TS compiler for LeetCode 103,1.0,1.0,1.0,1.0,2.0
3206579207,2.0,feat,Update Ruby converter,1.0,3.0,117.0,11.0,128.0
3245383863,2.0,refactor,Simplify Go transpiler boolean output,1.0,46.0,230.0,319.0,549.0
3154034341,2.0,fix,fix(api): use typed body parsing in API routes,5.0,8.0,87.0,17.0,104.0
3231338791,2.0,fix,Fix feDistantLight direction,1.0,1.0,3.0,1.0,4.0
3158839003,2.0,test,Add ByteBufferWriter tests,1.0,2.0,46.0,0.0,46.0
3119768204,2.0,fix,Fix custom search engine input,1.0,1.0,28.0,10.0,38.0
3113874743,2.0,docs,Add tech stack MDX document,1.0,1.0,45.0,0.0,45.0
3145519211,2.0,fix,fix: close file after loading module configuration,1.0,1.0,1.0,0.0,1.0
3119381219,2.0,chore,Remove obsolete release scripts,1.0,4.0,1.0,40.0,41.0
3093861073,2.0,docs,Document thread-local exception handler,1.0,1.0,65.0,7.0,72.0
3246186580,2.0,fix,Fix pinned tool restoration,1.0,4.0,249.0,198.0,447.0
3222396951,2.0,fix,Improve Scala compiler and update outputs,1.0,31.0,161.0,112.0,273.0
3091362888,2.0,feat,feat: add dependency manager,1.0,2.0,87.0,0.0,87.0
3147378485,2.0,feat,Add iterative upscale node,1.0,2.0,69.0,12.0,81.0
3173511956,2.0,feat,Support nested type declarations,1.0,8.0,52.0,1.0,53.0
3259924402,2.0,fix,Fix F# transpiler break handling,1.0,4.0,157.0,9.0,166.0
3153535730,2.0,test,Add Lua compiler golden tests,1.0,12.0,42.0,0.0,42.0
3085564009,2.0,test,Add unit test for Affinity.resetToBaseAffinity,1.0,1.0,33.0,0.0,33.0
3245051153,2.0,feat,Update Prolog transpiler,1.0,8.0,216.0,4.0,220.0
3145187528,2.0,feat,Add LeetCode 44 solution with error notes,1.0,1.0,82.0,0.0,82.0
3216682526,2.0,feat,Lua compiler improvements,1.0,13.0,46.0,14.0,60.0
3147282340,2.0,feat,Add timeline component,1.0,2.0,89.0,0.0,89.0
3103429389,2.0,docs,docs: add native build guidance to troubleshooting section,1.0,1.0,16.0,0.0,16.0
3151344714,2.0,feat,[alpha_factory] lazy MetaEvolver in bridge,1.0,1.0,35.0,19.0,54.0
3245872865,2.0,fix,Improve F# transpiler,1.0,2.0,30.0,3.0,33.0
3077293430,2.0,feat,Add move up/down for form blocks,3.0,11.0,98.0,10.0,108.0
3118091105,2.0,refactor,Update Python initialization,1.0,4.0,31.0,26.0,57.0
3089523334,2.0,fix,Fix activity tree root replacement,1.0,2.0,23.0,0.0,23.0
3166103393,2.0,feat,Add asset news support,3.0,7.0,481.0,130.0,611.0
3184122688,2.0,feat,Add Atom feed,1.0,10.0,340.0,31.0,371.0
3117318891,2.0,feat,Add npx wrapper for Mochi,1.0,5.0,211.0,0.0,211.0
3155153439,2.0,feat,Add cross join support to Ex compiler,1.0,5.0,135.0,1.0,136.0
3128857839,2.0,docs,Finalize documentation,9.0,24.0,76.0,23.0,99.0
3117830912,2.0,fix,Fix minor typo in terminal comment,1.0,1.0,1.0,1.0,2.0
3117091834,2.0,docs,Update docs for db type options,1.0,2.0,2.0,2.0,4.0
3206700430,2.0,test,Update COBOL roundtrip errors,1.0,1.0,64.0,28.0,92.0
3245825619,2.0,feat,Improve Java transpiler output,1.0,16.0,108.0,216.0,324.0
3098493900,2.0,feat,[alpha_factory] Add protobuf build verification,1.0,3.0,76.0,19.0,95.0
3210839534,2.0,fix,Fix string to int cast in Scheme compiler,1.0,4.0,9.0,4.0,13.0
3077863779,2.0,test,Add tests for createField,1.0,1.0,57.0,2.0,59.0
3246453314,2.0,feat,Update Elixir transpiler,1.0,5.0,50.0,8.0,58.0
3252342102,2.0,fix,Fix CSP hash,1.0,1.0,1.0,1.0,2.0
3072014119,2.0,fix,Fix flake8 F824 error,1.0,1.0,0.0,1.0,1.0
3274257390,2.0,feat,Improve Java a2mochi converter,1.0,151.0,819.0,193.0,1012.0
3119736957,2.0,docs,Align English README with Spanish list,1.0,1.0,0.0,28.0,28.0
3269722435,2.0,docs,Add AWS AppConfig docs with OpenAPI env schema,1.0,2.0,334.0,0.0,334.0
3225472958,2.0,test,Increase coverage with additional tests,1.0,4.0,36.0,0.0,36.0
3261695555,2.0,feat,Enhance Erlang transpiler benchmark support,1.0,5.0,541.0,426.0,967.0
3126146471,2.0,feat,Add fetch expression and example,1.0,4.0,73.0,1.0,74.0
3206365199,2.0,feat,Improve Swift converter & tests,1.0,85.0,460.0,47.0,507.0
3077794221,2.0,feat,Implement RemoveElementAction with sample,1.0,5.0,143.0,0.0,143.0
3119211958,2.0,fix,Fix packer compare message,1.0,1.0,4.0,1.0,5.0
3086775023,2.0,build,Rewrite EPub main file in TS,1.0,3.0,854.0,9.0,863.0
3127788284,2.0,feat,feat: add interactive ux module,1.0,3.0,69.0,2.0,71.0
3128554349,2.0,fix,[alpha_factory] Avoid duplicate safety agent,1.0,4.0,7.0,3.0,10.0
3119804000,2.0,feat,Add tools-with-offerings endpoint support,1.0,6.0,72.0,0.0,72.0
3216897643,2.0,feat,Implement partial join support for Pascal,1.0,8.0,207.0,128.0,335.0
3147359629,2.0,feat,Add sliding window maximum example,1.0,1.0,74.0,0.0,74.0
3202173490,2.0,refactor,Improve Python compiler first() handling,1.0,2.0,12.0,0.0,12.0
3092020922,2.0,feat,[alpha_factory] Sector file support,1.0,5.0,79.0,4.0,83.0
3188829075,2.0,refactor,Update tpch q1 IR,1.0,1.0,206.0,202.0,408.0
3098940489,2.0,feat,[alpha_factory] add proto stub generation script,1.0,3.0,34.0,1.0,35.0
3205339711,2.0,feat,Improve Java converter,1.0,2.0,132.0,4.0,136.0
3244957528,2.0,feat,Add Go transpiler golden tests and progress logs,1.0,122.0,638.0,1.0,639.0
3184394024,2.0,feat,[alpha_factory] update gallery,1.0,1.0,40.0,0.0,40.0
3116773040,2.0,feat,Add option to hide playground no-auth choice,1.0,7.0,64.0,18.0,82.0
3079520197,2.0,fix,Fix dependency dirty flag logic,2.0,225.0,13005.0,4973.0,17978.0
3127204159,2.0,feat,[alpha_factory] add MATS requirements lock check,1.0,3.0,58.0,1.0,59.0
3206216484,2.0,feat,Improve Pascal any2mochi,1.0,7.0,107.0,4.0,111.0
3227106004,2.0,feat,Update TS cross join output,2.0,4.0,78.0,90.0,168.0
3164660078,2.0,docs,[alpha_factory] improve offline test guidance,1.0,2.0,22.0,2.0,24.0
3209679929,2.0,fix,Improve Clojure backend test harness,1.0,3.0,102.0,78.0,180.0
3102133093,2.0,fix,Fix process prototype for node test,1.0,2.0,28.0,1.0,29.0
3175845641,2.0,test,Add Lua test block runner,1.0,2.0,40.0,5.0,45.0
3093859763,2.0,docs,Clarify ExceptionHandler contract,1.0,1.0,41.0,28.0,69.0
3158432418,2.0,feat,feat(auth): account sign-in enable/disable,1.0,4.0,92.0,2.0,94.0
3236782102,2.0,fix,Update CS VM golden tests,1.0,6.0,99.0,101.0,200.0
3155190742,2.0,test,Add Go golden test for string iteration,1.0,3.0,18.0,0.0,18.0
3142999940,2.0,fix,Fix glob pattern escaping,2.0,2.0,43.0,16.0,59.0
3160864372,2.0,feat,Add tree helper function in Rust backend,1.0,1.0,31.0,0.0,31.0
3145115714,2.0,test,[alpha_factory] execute macro sentinel notebook in tests,1.0,1.0,38.0,6.0,44.0
3131796734,2.0,feat,Add ScheduledProcess enum,1.0,2.0,27.0,0.0,27.0
3070871561,2.0,feat,Improve portfolio ledger robustness,1.0,1.0,96.0,21.0,117.0
3075252160,2.0,feat,Enhance alpha_agi_business_v1 demo with risk agent,1.0,5.0,46.0,1.0,47.0
3106109887,2.0,fix,[alpha_factory] Harden tar extraction,1.0,3.0,64.0,4.0,68.0
3168667212,2.0,fix,Fix REPL output of expressions,1.0,3.0,91.0,1.0,92.0
3165186908,2.0,docs,Add v0.8.10 release notes,1.0,2.0,62.0,0.0,62.0
3207261147,2.0,docs,Add release notes for v0.10.18,1.0,2.0,35.0,0.0,35.0
3122476985,2.0,docs,Improve README setup instructions,1.0,1.0,72.0,0.0,72.0
3084926639,2.0,feat,Add Cap AI summary and chapters,20.0,69.0,10654.0,4165.0,14819.0
3253110638,2.0,feat,feat: F9/F10対応,3.0,6.0,65.0,3.0,68.0
3155582903,2.0,fix,Fix Scheme compiler grouped expressions,1.0,3.0,4.0,4.0,8.0
3147330664,2.0,fix,Fix getConfig for legacy subclass,2.0,5.0,237.0,4.0,241.0
3269115363,2.0,feat,Improve dart converter,1.0,3.0,151.0,248.0,399.0
3264466407,2.0,style,Adjust allowed apps dialog size,1.0,1.0,2.0,2.0,4.0
3088739272,2.0,test,[alpha_factory] skip fastapi tests when dependency missing,1.0,3.0,19.0,14.0,33.0
3112234421,2.0,fix,Fix worker paths,1.0,7.0,14.0,14.0,28.0
3070757001,2.0,refactor,Handle invalid formats locally,2.0,4.0,1259.0,12.0,1271.0
3127055916,2.0,fix,Fix streaming update timers,1.0,1.0,19.0,1.0,20.0
3215991945,2.0,feat,[alpha_factory] verify demo pages offline,1.0,1.0,17.0,0.0,17.0
3248788362,2.0,feat,Improve Erlang transpiler,1.0,11.0,107.0,9.0,116.0
3162103631,2.0,feat,Implement Rust search,1.0,2.0,47.0,2.0,49.0
3212603149,2.0,feat,feat(backend): add Perplexity Sonar models,3.0,21.0,384.0,315.0,699.0
3131213055,2.0,fix,Fix Phi3.5 Moe device mismatch,1.0,1.0,5.0,1.0,6.0
3118367388,2.0,feat,OpenAI Codex test: implement localStorage based chain sorting,3.0,11.0,129.0,43.0,172.0
3258699307,2.0,feat,Enable Kotlin transpiler bigint,1.0,13.0,272.0,316.0,588.0
3165507698,2.0,feat,Codex/locate modpack downloading code,2.0,4.0,219.0,0.0,219.0
3265891513,2.0,feat,Enable VM compile for cullen-and-woodall-numbers,1.0,6.0,550.0,345.0,895.0
3247087099,2.0,fix,Racket transpiler updates,1.0,5.0,73.0,7.0,80.0
3277807723,2.0,feat,Show close button always on AnalyzeScreen,1.0,2.0,24.0,4.0,28.0
3245132448,2.0,feat,Update Scheme transpiler golden tests,1.0,119.0,447.0,91.0,538.0
3197380367,2.0,feat,Implement context caching system,2.0,22.0,466.0,24.0,490.0
3164671030,2.0,refactor,refactor: share blob codec helpers,1.0,7.0,136.0,168.0,304.0
3153406142,2.0,refactor,Move elixir tools into ex compiler,1.0,2.0,2.0,3.0,5.0
3143271139,2.0,feat,Add diagnostics tool with language server support,1.0,8.0,140.0,4.0,144.0
3216569606,2.0,fix,Fix Elixir pattern compilation for new AST,1.0,1.0,31.0,27.0,58.0
3216917705,2.0,feat,Enable OCaml join compilation,1.0,8.0,220.0,45.0,265.0
3104378127,2.0,perf,Improve config loader performance,2.0,2.0,13.0,14.0,27.0
3261486523,2.0,fix,Fix style prop shorthands,5.0,32.0,337.0,227.0,564.0
3156367430,2.0,feat,Add multi-arg print for Scheme backend,1.0,5.0,60.0,41.0,101.0
3266672153,2.0,test,Run VM rosetta tests 170-189,1.0,50.0,1737.0,1334.0,3071.0
3206724390,2.0,test,Verify generated python golden code executes,1.0,1.0,28.0,0.0,28.0
